EP-0386055-A1	19900912	FAHRZEUGBORDNETZSYSTEME.	BOSCH GMBH ROBERT	FRISTER MANFRED,HENNEBERGER GERHARD,VAN DER BROECK HEINZ
EP-1710035-A1	20061011	Vorrichtung und verfahren zum gratarmen Schneiden	ULRICH HUPERZ SCHWEISSTECHNIK	HUPERZ ULRICH,ARCIDIACONE FRANCO
EP-1073798-A1	20010207	VORRICHTUNG ZUM BEARBEITEN VON FAHRBAHNEN	WIRTGEN GMBH	MANNEBACH THOMAS
EP-0787629-A1	19970806	Fahrzeugsitz mit einem in der Rückenlehne angeordneten Gassack	TRW REPA GMBH	FOEHL ARTUR
EP-0517178-A1	19921209	Konus-Trocker oder -Mischer mit Schwenkarmgetriebe und Dichtungsanordnung.	BOLZ ALFRED GMBH CO KG	BOLZ ALFRED
EP-0507423-A1	19921007	Leitungsrohrverbindung.	MANNESMANN AG	UNEWISSE HEINZ,FOERING HERBERT
EP-1576215-A1	20050921	GANZSTAHLGARNITUR FÜR WALZEN UND/ODER TROMMELN VON KARDEN ODER KREMPELN	TRUETZSCHLER CARD CLOTHING GMB	BOCHT BERNHARD
EP-1196677-A1	20020417	KUNSTSTOFFHOHLPROFIL	SCHUECO INTERNAT GMBH & CO	KAEMPER RALF,SENNECA MATTHIAS,BIELEFELD HANS-WALTER
EP-0618437-A1	19941005	Verfahren und Vorrichtung zur Bestimmung wenigstens eines physikalischen Parameters von Akkumulator-Elektrodenplatten.	HAGEN BATTERIE AG	WAGNER RAINER DR,NANN EBERHARD DR,SCHARF PETER
EP-1279195-A1	20030129	ELEKTRONISCHES BAUELEMENT MIT FLEXIBLEN KONTAKTIERUNGSSTELLEN UND VERFAHREN ZU DESSEN HERSTELLUNG	INFINEON TECHNOLOGIES AG	POHL JENS,HAIMERL ALFRED,HEDLER HARRY
EP-0757068-A1	19970205	Flammgeschützte Hartschaumstoffe auf Isocyanatbasis	BASF AG	HENSIEK RAINER,REICHELT MICHAEL,VON MALOTKI PETER DR
EP-0874684-A1	19981104	VERFAHREN ZUR HERSTELLUNG EINES GRANULAREN ADDITIVS	HENKEL KGAA	BOECKER MONIKA,BAUER VOLKER,SCHAMBIL FRED,ARTIGA GONZALEZ RENE-ANDRES,JEBENS HEIKE
EP-1173319-A1	20020123	VERFAHREN UND VORRICHTUNG ZUM VERFORMEN VON HOHLKÖRPERPLATTEN AUS THERMOPLASTISCHEM MATERIAL	KR PORSIPLAST VERPACKUNGS SYST	FEURER MARKUS
EP-1130332-A1	20010905	Einrichtung zur Wärmerückgewinnung	WIBA WINTSCH & BACH	BACH URSULA,WINTSCH WERNER
EP-0346277-A1	19891213	Mischungen von Dicyanobenzanthronverbindungen.	CIBA GEIGY AG	ADAM JEAN-MARIE DR
EP-0933619-A1	19990804	Verfahren und Vorrichtung zur kontinuierlichen Messung und Umwertung eines Flüssigkeitsvolumens auf eine Bezugstemperatur	HECTRONIC GMBH	LEBER ADELBERT
EP-0543162-A1	19930526	Verfahren zum Regeln der Bewegung eines Hubwerkes.	BOSCH GMBH ROBERT	SCHUMACHER WERNER DIPL-ING,MAICHLE JOSEF DIPL-ING
EP-0709611-A1	19960501	Einführungsvorrichtung für eine Gasleitung in ein Gebäude	JESCHKE IMMANUEL	JESCHKE IMMANUEL
EP-0718179-A1	19960626	Bearbeitungsanlage für Werkstücke	INDUMAT GMBH & CO KG	WADEPOHL WOLFRAM DIPL-ING,KURZWEIL ROBERT,KRUG PETER,HIPP MARTIN DIPL-ING
EP-0463991-A1	19920102	Austragkartusche mit Vorratszylinder und Förderkolben.	KELLER WILHELM A	KELLER WILHELM A
EP-1593437-A1	20051109	Verfahren und Vorrichtung zum Kaltgasspritzen	LINDE AG	BALLHORN REINHARD,BORCHERT RALF,KREYE PROF DR HEINRICH,SCHMIDT TOBIAS,HEINRICH PETER,STOLTENHOFF DR THORSTEN
EP-0349660-A1	19900110	Frequenzumsetzungsschaltung für einen Farbfernsehkanal.	ITT IND GMBH DEUTSCHE	EHRHARDT DIETMAR DR-ING
EP-0675026-A1	19951004	Airbagabdeckung.	OPEL ADAM AG	RAPS ELKE,KLENK JUERGEN DIPL-ING,RICK ULRICH DIPL-ING
EP-1806259-A1	20070711	Plattform für eine Hubladebühne für Lastkraftfahrzeuge	BAER GERD	BAER GERD
EP-0767906-A1	19970416	POTENTIOMETRISCHER CO 2?-SENSOR MIT OFFENER REFERENZELEKTRODE AUF TITANAT- UND STANNAT-BASIS	MAX PLANCK GESELLSCHAFT	SITTE WERNER,HOLZINGER MICHAEL,MAIER JOACHIM
EP-0557591-A1	19930901	Einrichtung zur Bestimmung der relativen Orientierung eines Körpers.	TELDIX GMBH	LIEBSCHER FRANZ,NEIDHARDT WOLFGANG,PICKHARD FRIEDHELM
EP-1763532-A1	20070321	1,1'DIPHOSPHINOFERROCENE MIT 2,2'-GEBUNDENEN ACHIRALEN ODER CHIRALEN RESTEN	SOLVIAS AG	PUGIN BENOIT,FENG XIANG DONG,SPINDLER FELIX
EP-0470554-A1	19920212	Walze mit Heizeinrichtung.	SCHWAEBISCHE HUETTENWERKE GMBH	ZAORALEK HEINZ-MICHAEL
EP-0805549-A1	19971105	Schaltungsanordnung zum Betreiben eines Elektromotors	BRAUN AG	BAUER ALFRED
EP-0527457-A1	19930217	Verfahren zum Abscheiden von Quecksilber aus Rauchgas.	VEBA KRAFTWERKE RUHR	GUTBERLET HEINZ DR DIPL-CHEM
EP-1214316-A1	20020619	FÜNFRING-VERBINDUNGEN UND IHRE VERWENDUNG IN FLÜSSIGKRISTALLINEN MISCHUNGEN		
EP-1754846-A1	20070221	Becken mit Abdeckeinrichtung	MUELLER HANSJOERG	MUELLER HANSJOERG
EP-0789018-A1	19970813	Hydrierung von halonitroaromatischen Verbindungen	BAYER AG	MEHL WOLF DR,VOR DER BRUECK DIETER DR,MAIS FRANZ-JOSEF DR,PAETZ KLAUS-CHRISTIAN DR,FIEGE HELMUT DR,BLANK HEINZ ULRICH DR
EP-1125961-A1	20010822	NEUE POLYOXYALKYLENPOLYOLE UND VERFAHREN ZUR HERSTELLUNG EINES POLYMERS MIT RINGÖFFNUNG	SANYO CHEMICAL IND LTD	SATAKE MUNEKAZU
EP-1096912-A1	20010509	ZAHNÄRZTLICHER BEHANDLUNGSPLATZ	FRANETZKI MANFRED	FRANETZKI MANFRED
EP-1714007-A1	20061025	VORRICHTUNG ZUR AUFHÄNGUNG VON LEITSCHAUFELN	MTU AERO ENGINES GMBH	MORGENSTERN STEFAN,STANKA RUDOLF
EP-1032482-A1	20000906	VERFAHREN UND VORRICHTUNG ZUR THERMISCHEN VERBINDUNG VON ANSCHLUSSFLÄCHEN ZWEIER SUBSTRATE	PAC TECH GMBH	MOMENI KAVEH
EP-1457282-A1	20040915	Stranggiessanlage mit einem Verteilerrrinnen-Wagen für symmetrisch angeordnet jeweils einseitig einhängbare Verteilerrinnen	SMS DEMAG AG	RITTNER KARL,ALTUNTOP SITKI,MUELLER JUERGEN
EP-0988538-A1	20000329	MESSEN PHYSIKALISCHER ODER TECHNISCHER GRÖSSEN VISKOSER MEDIEN MITTELS RAYLEIGH-WELLEN	BROSE FAHRZEUGTEILE	GALLIEN ARNOLD,KESSLER MICHAEL,LINDNER GERHARD,BRUETTING CHRISTIAN,KLIPPERT UWE
EP-0199034-A1	19861029	Weichgelatinekapseln und Verfahren zu ihrer Herstellung.	SCHERER GMBH R P	FISCHER GERHARD DR,THEURER KARL E PROF DR
EP-1483124-A1	20041208	KLIMAGEBLÄSE	BOSCH GMBH ROBERT	BREITLING WOLFRAM,HERSEL WALTER
EP-1625254-A1	20060215	VERWENDUNG VON SILANFUNKTIONELLEN POLYVINYLALKOHOLEN IN GRUNDIERUNGSMITTELN FÜR TRENNPAPIERE UND -FOLIEN	WACKER POLYMER SYSTEMS GMBH	FICKERT KARL-ERNST,BACHER ANDREAS,LAUTENSCHLAGER HANS,MAYER THEO
EP-0583677-A1	19940223	Schichtelement und seine Verwendung.	HOECHST AG	FALK UWE DR,HICKEL WERNER DR,LUPO DONALD DR,SCHEUNEMANN UDE DR
EP-0467026-A1	19920122	Mittel zur Färbung von Haaren und Anwendung desselben.	GOLDWELL AG	TENNIGKEIT JUERGEN DR-ING,LORENZ HERIBERT,KUFNER FRANK
EP-0527150-A1	19930217	ELLIPSOMETER.	FRAUNHOFER GES FORSCHUNG	RYSSEL HEINER,BERGER RUDOLF,SCHNEIDER CLAUS,ADERHOLD WOLFGANG
EP-0859578-A1	19980826	KÜNSTLICHE HÜFTGELENKPFANNE	EMCC ENGINEERING MANUFACTURING	SUEMER AYKUT
EP-1208243-A1	20020529	VERFAHREN ZUM HÄRTEN MINDESTENS EINER FLÄCHE EINER WAND EINES BAUTEILS UND VORRICHTUNG ZU SEINER DURCHFÜHRUNG	ELOTHERM GMBH	GEZARZICK WALDEMAR,LEISSNER HANS-JUERGEN,DYKSIK RICHARD,SCHULTE PETER
EP-1418271-A1	20040512	Vorrichtung zum Ablösen einer Papierbahn von einem Sieb	ANDRITZ AG MASCHF	WEIGANT HARALD
EP-0335973-A1	19891011	HEIZ-/LUFTKÜHLUNGSVORRICHTUNG FÜR KABINE EINES TRANSPORTMITTELS.	KI POLT I	KOLOSOVSKY MIKHAIL OLEGOVICH,ZARIPOV VLADILEN KOMINOVICH,MAISOTSENKO VALERY STEPANOVICH,LEVTEROV ALEXANDR ILIICH,SEMENA MIKHAIL GRIGORIEVICH,GERSHUNI ALEXANDR NAUMOVICH
EP-0119159-A1	19840919	Anordnung mit einem Schalttransistor.	SIEMENS AG	GEERLIGS-WILM MANFRED DIPL-ING
EP-0542056-A1	19930519	Schneidwerkzeug, insbesondere Gewindefräser.	NEUMO GRUNDBESITZ GMBH	EHRENBERG HARRY
EP-0941517-A1	19990915	EINRICHTUNG FÜR DEN BETRIEB EINER CHIPKARTE UND DEN DATENAUSTAUSCH ZWISCHEN EINER CHIPKARTE UND EINEM MIKROPROZESSORGESTÜTZTEN SYSTEM	ORGA KARTENSYSTEME GMBH	VELSEN JUERGEN,NEUMANN RAINER
EP-0573829-A1	19931215	Pyrimidofuroxane und ihre Verwendung als pharmakologische Wirkstoffe.	CASSELLA FARBWERKE MAINKUR AG	BRENDEL JOACHIM DR,BOHN HELMUT DR,SCHOENAFINGER KARL DR
EP-0433934-A1	19910626	Riegelelement, insbesondere für eine abnehmbare Zahnprothese.	OBERSAT ADAM	OBERSAT ADAM
EP-0079491-A1	19830525	Verfahren zur Herstellung von Methacrylsäure.	ROEHM GMBH	GRUBER WILHELM DR
EP-0438090-A1	19910724	Bindemittelzusammensetzung zur Herstellung von Pigmentpasten und wässrige Überzugsmittel, die diese Pigmentpasten enthalten.	HERBERTS & CO GMBH	GOEBEL ARMIN,WINDMANN REINHARD,DOEBERT JUERGEN,PATZSCHKE HANS-PETER DR
EP-0274124-A1	19880713	Tetrahydropyridine, Verfahren zu ihrer Herstellung und ihre Verwendung in Arzneimitteln.	BAYER AG	KNORR ANDREAS DR,SCHWENNER ECKHARD DR,MEYER HORST DR
EP-1195005-A1	20020410	VORRICHTUNG UND VERFAHREN ZUM VORVERZERREN EINES ÜBER EINE NICHT-LINEARE ÜBERTRAGUNGSSTRECKE ZU ÜBERTRAGENDEN ÜBERTRAGUNGSSIGNALS	FRAUNHOFER GES FORSCHUNG	GERHAEUSER HEINZ,PERTHOLD RAINER,ROGALSKY INGO,HOFMANN MAXIMILIAN
EP-0046482-A1	19820303	Schaltung zum Angleichen der Signalverzögerungszeiten von untereinander verbundenen Halbleiterchips.	IBM	DORLER JACK ARTHER,BERNDLMAIER ERICH,WEITZEL STEPHEN DOUGLAS,MOSLEY JOSEPH MICHAEL
EP-0796770-A1	19970924	Fahrzeuglenkrad für die Bestückung mit einem integrierten Gassack-Rückhaltesystem	TRW REPA GMBH	HEILIG ALEXANDER
EP-1135637-A1	20010926	VERFAHREN ZUM STEUERN EINES AUTOMATGETRIEBES	ZAHNRADFABRIK FRIEDRICHSHAFEN	DREIBHOLZ RALF,DOMIAN HANS-JOERG
EP-0212103-A1	19870304	Vorrichtung zum Messen der Lageveränderungen von Dehnern in Rohrleitungssystemen.	THYSSEN GAS	KLEMM HANS,BAYER GEORG DIPL-ING
EP-1304160-A1	20030423	Stabilisierte Mischungen von Liposomen und Emulsionen	NOVOSOM AG	ENDERT GEROLD,LUTZ SILKE,PANZNER STEFFEN
EP-1501772-A1	20050202	VERFAHREN ZUR HERSTELLUNG VON ORGANISCHEN ALKINVERBINDUNGEN	BASF AG	PARKER ROBERT,REINHARD ROBERT
EP-0632195-A1	19950104	Abdichtung zweier Gehäuseteile.	GOETZE ELASTOMERE GMBH	STEPHAN BERND-DIPL-ING
EP-0195237-A1	19860924	4,5-disubstituierte 1,3-Thiazol-2-yloxyacetamide.	BAYER AG	SCHMIDT ROBERT R DR,KLAUKE ERICH DR,BECK GUNTHER DR,FORSTER HEINZ DR,SANTEL HANS-JOACHIM DR
EP-0327657-A1	19890816	Verfahren zum Herstellen eines Schaufelrades.	LEISTRITZ AG	IBLER GEORG
EP-0736644-A1	19961009	Dämmplattenhalter und Setzgerät dafür	BERNER GMBH	SCHROETER DIRK,RUNGE ERICH
EP-1919805-A1	20080514	DYNAMISCHER SPEICHER FÜR GEGENSTÄNDE	KRONES AG	HUMELE HEINZ,LANDLER BRUNO,HAUSLADEN WOLFGANG
EP-1023008-A1	20000802	AUFGEWEITETER STENT UND VERFAHREN ZUM HERSTELLEN DESSELBEN	ANGIOMED AG	ZSCHEEG HARRY
EP-1167359-A1	20020102	Verfahren zur Herstellung von 2-Arylbenzimidazolsulfonsäuren	MERCK PATENT GMBH	SCHWARZ MICHAEL DR,PFLUECKER FRANK DR,HEYWANG ULRICH DR
EP-0684799-A1	19951206	VERFAHREN UND ABSCHEIDER ZUM TRENNEN TRANSPORTIERENDER SAUGLUFT VON EINEM TRANSPORTIERTEN MEDIUM.	PREGENZER BRUNO	PREGENZER BRUNO,TRAWOEGER WERNER
EP-1332591-A1	20030806	VERFAHREN UND EINRICHTUNGEN ZUR KOMPENSATION VON STÖRUNGEN DURCH MEHRWEGEEMPFANG	IQ WIRELESS GMBH	JAECKEL KLAUS,JAEGER KLAUS,REIBE MATHIAS,HACHENBERGER ANDREAS,KRAMP EBERHARD,STADLER BRUNO
EP-1669499-A1	20060614	Vorrichtung zur Regelung eines konstanten Abflusses aus einem Flüssigkeitsbehälter	STEINHARDT GMBH	STIEHL OLIVER,STEINHARDT JOERG-MICHEL DIPL-I,HEEP THOMAS
EP-0935763-A1	19990818	MESS- BZW. SICHERUNGSSYSTEM	NANOTRON GES FUER MIKROTECHNIK	KOSLAR MANFRED
EP-0515422-A1	19921202	OPTISCHE ABTASTVORRICHTUNG.	THOMSON BRANDT GMBH	BUECHLER CHRISTIAN,MORIMOTO YASUAKI
EP-0941949-A1	19990915	Regallageranlage zur Aufnahme von Rolluntersätzen sowie Rolluntersatz für eine Regallageranlage	DREIER SYSTEMTECHNIK AG	ERICH DREIER
EP-0471245-A1	19920219	Feuerfeste Füllung eines Ringspaltes bei einem metallurgischen Gefäss.	DIDIER WERKE AG	BRUECKNER RAIMUND,BERNDT MANFRED,ROTHFUSS HANS
EP-0497807-A1	19920812	VERFAHREN ZUM VERBINDEN ZWEIER GLASTAFELN ZU EINER ISOLIERGLASSCHEIBE UND VORRICHTUNG ZUM DURCHFÜHREN DES VERFAHRENS.	PPG GLASTECHNIK GMBH	LENHARDT KARL
EP-1430913-A1	20040623	Knochenzement mit verbesserten mechanischen Eigenschaften und Verfahren zu seiner Herstellung	MERCK PATENT GMBH	JESCHKE BRIGITTE DR,KUEBELBECK ARMIN DIPL-ING,SCHILKE FRANK DIPL-CHEM,KOCH MATTHIAS DR,NIES BERTHOLD DR
EP-0457158-A1	19911121	Verfahren und Vorrichtung zum Kommissionieren von Artikeln.	NECKERMANN VERSAND AG	CHRIST FERDINAND
EP-0755512-A1	19970129	KERAMISCHE SCHICHTSYSTEME, INSBESONDERE FÜR GASSENSOREN	BOSCH GMBH ROBERT	EISELE ULRICH,WEBER LOTHAR,FRIESE KARL-HERMANN,GRUENWALD WERNER,NEUMANN HARALD,LINDEMANN GERT
EP-1393956-A1	20040303	Antriebsaggregat	AUDI NSU AUTO UNION AG	MEIXNER CHRISTIAN,MAERKL JOHANN
EP-0540509-A1	19930512	ÜBERWACHUNGSANLAGE ZUM NACHRÜSTEN EINER FÖRDERANLAGE.	BUERO PATENT AG	ZIMMERMANN ROLF
EP-1830044-A1	20070905	Abgasanlage	PORSCHE AG	WINKEL JOERG
EP-0729048-A1	19960828	Steckeranordnung bestehend aus wenigstens zwei optischen Steckern	DIAMOND SA	DE MARCHI SILVERIO
EP-1452088-A1	20040901	Futtererntemaschine	CLAAS SAULGAU GMBH	KNITTEL FRANZ,OLIVA CHRISTOPH,RAUCH HANS
EP-1300629-A1	20030409	Stromschienensystem für Leuchten	BRILONER LEUCHTEN GMBH	HUSTADT HANS-WALTER
EP-0386282-A1	19900912	Integrierte Referenzspannungsquelle.	SIEMENS AG	HOFFMANN KURT DR PROF
EP-0855098-A1	19980729	ANORDNUNG ZUR UNTERBRECHUNGSFREIEN STROMVERSORGUNG ELEKTISCHER VERBRAUCHER	AEG ENERGIETECHNIK GMBH	BERG NORBERT,KOHLSTRUCK BERND
EP-1027610-A1	20000816	KUGELLAGER MIT INTEGRIERTEM SENSOR	SCHARRER WOLFGANG	SCHARRER WOLFGANG,VOGEL EDWIN
EP-1125069-A1	20010822	HOCHLEISTUNGSSCHWINGUNGSDÄMPFER	KNORR BREMSE GMBH	RITTER HANS JUERGEN
EP-0236739-A1	19870916	Temperaturänderungen ausgesetzte Anordnung.	SIEMENS AG	WIMMER ALFRED,PRUSSAS HERBERT DIPL-ING
EP-0052189-A1	19820526	Photogrammetrische Vorrichtung für Fluggeräte und Raumflugkörper zur Erzeugung einer digitalen Geländedarstellung.	MESSERSCHMITT BOELKOW BLOHM	HOFMANN OTTO DR-ING
EP-1795065-A1	20070613	Ballenpresse mit einer Feuchtemesseinrichtung	DEERE & CO	VIAUD JEAN
EP-0437786-A1	19910724	Ternäre Mischungen.	BAYER AG	DUJARDIN RALF DR,HORN KLAUS DR,FAHNLER FRIEDRICH,KOEHLER BURKHARD DR
EP-1001959-A1	20000524	VERFAHREN ZUR HERSTELLUNG VON BIDENTAT-MONOALKYLMETALLKOMPLEXEN	BASF AG	GEPRAEGS MICHAEL,BRINKMANN PETER,LUINSTRA GERRIT
EP-1794032-A1	20070613	VERFAHREN UND VORRICHTUNG ZUM KONFEKTIONIEREN EINES JUMPERSCHLAUCHS-KABELS	SIEMENS TRANSPORTATION SYSTEMS	PASSENBRUNNER ALOIS
EP-0160720-A1	19851113	Halbleiterspeicherzelle mit einem potentialmässig schwebenden Speichergate.	ITT IND GMBH DEUTSCHE	ADAM FRITZ GUNTHER DR RER NAT
EP-1795585-A1	20070613	Einstufiges Betriebsverfahren für eine Durchfluss-Nassfermentations-Biogasanlage	U T S UMWELT TECHNIK SUED GMBH	BUERGER ADAM
EP-0646531-A1	19950405	Zigaretten-Packung sowie Materialbahn zum Herstellen einer Innenumhüllung für diese.	FOCKE & CO	FOCKE HEINZ
EP-0819904-A1	19980121	Dampf-Wirbelschicht-Trocknungsanlage	GEA WAERME UND UMWELTTECHNIK G	SCHABERG ULRICH DR ING
EP-1636057-A1	20060322	TÜRMODUL	FAURECIA INNENRAUM SYS GMBH	WANDTKE SEBASTIAN,KOELLNER HARALD,ZIMMERMAN ERIC,SCHLIWA ENRICO,ECKHARDT BERNHARD
EP-0555444-A1	19930818	VERFAHREN ZUR ÜBERPRÜFUNG DER WÄRMETAUSCHERROHRE IN EINEM WÄRMETAUSCHER.	GEMEINSCHAFTSKERNKRAFTWERK NEC	KOLDITZ JOACHIM
EP-1318191-A1	20030611	Haftende Paste zur Duftstoffabgabe, insbesondere für den Sanitärbereich	BUCK CHEMIE GMBH	JAESCHKE EDGR DIPL-ING,DETTINGER JOHANNES DR,SEIDEL DETLEF DIPL-ING
EP-0507229-A1	19921007	Zusatzwerkstoff zum Schweissen hochkorrosionsbeständiger austenitischer Stähle.	THYSSEN SCHWEISSTECHNIK	LUNEBACH DETLEV DR,LADWEIN THOMAS DR,GILLESSEN CHRISTOPH DR
EP-0913177-A1	19990506	Verfahren zur Herstellung trockener, amorpher Produkte enthaltend biologisch aktive Materialien mittels Konvektionstrocknung, insbesondere Sprühtrocknung	ROCHE DIAGNOSTICS GMBH	MATTERN MARKUS DR,WINTER GERHARD DR,WOOG HEINRICH DR,WIRL ALEXANDER DIPL-CHE ING,GABEL ROLF-DIETER DR
EP-1602421-A1	20051207	Kalibrierpresse	LAUFFER MASCHF	RUNDEL ALBERT
EP-0914475-A1	19990512	VERFAHREN ZUM HERSTELLEN VON FLÜSSIGEM ROHEISEN ODER FLÜSSIGEN STAHLVORPRODUKTEN	PO HANG IRON & STEEL	LEE IL-OCK,KEPPLINGER LEOPOLD WERNER,SCHENK JOHANNES,PARK MOON DUK,WALLNER FELIX,KIM YONG-HA
EP-1177208-A1	20020206	SPRÜHTROCKNUNG VON THROMBININHIBITOREN	BASF AG	ASCHERL HERMANN,SCHAEFER BERND,KREI GEORG ARNOLD,HARMS GUIDO
EP-1114203-A1	20010711	REAKTOR SOWIE VERFAHREN ZUR DURCHFÜHRUNG ELEKTROCHEMISCHER UMSETZUNGEN	INST MIKROTECHNIK MAINZ GMBH	ZIOGAS ATHANASSIOS,LOEWE HOLGER,KUEPPER MICHAEL
EP-0325106-A1	19890726	Verfahren und Test-Kit zur semiquantitativen Bestimmung des Kalziumgehaltes im Blut.	LINHART AXEL	LINHART AXEL DR
EP-0127751-A1	19841212	Werkzeugbruch-Ueberwachungseinrichtung.	OERLIKON BUEHRLE AG	RECHER KURT
EP-1573093-A1	20050914	VERFAHREN ZUR VERBESSERUNG DER WECHSELWIRKUNG ZWISCHEN EINEM ELEKTROLYT UND EINEM BAUTEIL	SIEMENS AG	REICHE RALPH,KRUEGER URSUS,KOERTVELYESSY DANIEL,DE VOGELAERE MARC
EP-0956468-A1	19991117	EINRICHTUNG ZUM AUSWERTEN VON FAHRZEUG-, ANTRIEBS- UND BETRIEBSPARAMETERN	ZAHNRADFABRIK FRIEDRICHSHAFEN	MAYER KARL,DOBLER SIEGFRIED,WOLZ UDO
EP-1497618-A1	20050119	VERFAHREN UND SYSTEM ZUR DYNAMISCHEN ZIELFÜHRUNG EINES FAHRZEUGES	DAIMLER CHRYSLER AG	KEPPLER MARTIN,DEMIR CESIM,RICHTER WERNER,ALEKSIC MARIO
EP-0728124-A1	19960828	MINERALWOLLEPRODUKT SOWIE VERFAHREN ZU SEINER HERSTELLUNG, BESCHICHTUNGSMASSE HIERFÜR UND DEREN VERWENDUNG	GRUENZWEIG & HARTMANN	KUMMERMEHR HANS
EP-1417876-A1	20040512	Einstellsystem	DEERE & CO	ROYER ANTHONY SCOTT,PAYNE DAVID ALAN,GOINS GARRETT LEE,MOSDAL BRIAN THOMAS,NOONAN JAMES THOMAS,STEINLAGE DAVID LEE
EP-1176280-A1	20020130	Tor, insbesondere Garagentor	NOVOFERM GMBH	
EP-0489363-A1	19920610	Verfahren zum Spritzgiessen von Formteilen aus spritzgiessfähigem Kunststoff und Vorrichtung zur Durchführung des Verfahrens.	BATTENFELD KUNSTSTOFFMASCH	HUBER ANTON DIPL-ING,HEINDL FRIEDRICHING
EP-1545107-A1	20050622	System und Verfahren zur Erfassung eingehender Nachrichten von Fernsehzuschauern oder Radiohörern	EUVIA MEDIA AG & CO KG	ALBERT CONRAD,FLECK FREDERIK
EP-0320531-A1	19890621	Mittel oder Konzentrat zum Konservieren von Holz und Holzwerkstoffen.	DESOWAG MATERIALSCHUTZ GMBH	GRUNING RAINER DR DIPL-CHEM,METZNER WOLFGANG DR DIPL-CHEM
EP-0296265-A1	19881228	Aminopropanolderivate von 3-(3-Hydroxyphenyl)-1-propanon-derivaten, Verfahren zu ihrer Herstellung und diese Verbindungen enthaltende Arzneimittel.		
EP-1405774-A1	20040407	Gassackmodul	TRW AUTOMOTIVE SAFETY SYS GMBH	SCHNEIDER MICHAEL DR-ING
EP-1608895-A1	20051228	GETRIEBE-WÄRMETAUSCHER-EINHEIT	VOITH TURBO KG	BUSCH JOERG
EP-1416208-A1	20040506	Axialventil	DANFOSS AS	BIRKELUND MICHAEL,LARSEN SOREN MICHAEL,JORGENSEN ERIK CASPER
EP-0220716-A1	19870506	Dekorierter Gegenstand.	BIEDERMANN ANDREAS	BIEDERMANN ANDREAS
EP-0020951-A1	19810107	Verfahren zur Herstellung schichtförmiger magnetischer Aufzeichnungsträger.	BASF AG	BACHMANN RUDOLF DR,LEHNER AUGUST,HARTMANN HEINRICH DR,ALBERT KOHL,BALZ WERNER DR,MAHLER KARL DR,SPOOR HERBERT DR
EP-1381124-A1	20040114	Crimppresse mit Kontaktzuführung	KOMAX HOLDING AG	IMGRUET PETER DIPL-ING,MEISSER CLAUDIO DIPL-ING
EP-0804872-A1	19971105	Optimierung der Korndurchsatz- und Kornfeuchtemessung im Mähdrescher	SAME SPA	DALMER JUERGEN
EP-1705102-A1	20060927	Kraftfahrzeug mit lenkbaren Vorderrädern und einer Lenkfunktion an den Hinterrädern	BAYERISCHE MOTOREN WERKE AG	GLANZER MICHAEL,FLECK REIDAR
EP-1625798-A1	20060215	Einlauftrichter für einen Verteiler	HAUNI PRIMARY GMBH	ZIELKE DIETMAR
EP-0783778-A1	19970716	STECKER FÜR GASGENERATOREN VON GASSACK-AUFPRALL-SCHUTZEINRICHTUNGEN SOWIE VERFAHREN ZU SEINER HERSTELLUNG	PETRI AG	BONN HELMUT,ZELLER GREGOR
EP-0512263-A1	19921111	Schaltung zur Generierung sehr kleiner Ströme.	THOMSON BRANDT GMBH	NEISS VOLKER,KOBLITZ RUDOLF
EP-1692010-A1	20060823	ADAPTERSYSTEM	SIEMENS AG	KIRNER HERBERT
EP-0958733-A1	19991124	Rotor einer Axialtrennvorrichtung	DEERE & CO	BRAUNHARDT KLAUS ADAM,PFEIFFER DOHN WILLIAM,HARDEN PHILIP ALAN
EP-1298230-A1	20030402	Verfahren zur Entfernung von Schichtbereichen eines Bauteils aus Metall	DIFFUSION ALLOYS LTD	REICHE RALPH,JEUTTER ANDRE DR,CZECH NORBERT DR,KEMPSTER ADRIAN
EP-0012906-A1	19800709	Schwer entflammbare Laminate, Verfahren zu ihrer Herstellung und ihre Verwendung.	BAYER AG	SANDSTROM KJELL,KOST WILLI
EP-1398641-A1	20040317	Verteilungsbestimmung zur Infusionsplanung	BRAINLAB AG	PEDAIN CHRISTOPH,RAGHAVAN RAGHU DR,BRADY MARTIN DR,HARTLEP ANDREAS DR
EP-1505206-A1	20050209	Saug- oder Blaseinrichtung für eine Maschine zur Herstellung einer Faserstoffbahn	VOITH PAPER PATENT GMBH	KLARER CHRISTOPH,SCHREFL HERBERT,WULZ KLAUS,GRAF-MUELLER HARALD DR,KERSCHBAUMER JOSEF,GUTLEDERER ERWIN
EP-0479818-A1	19920415	PARALLEL- UND WINKELANSCHLAG.	BOSCH GMBH ROBERT	ZAISER ADOLF,SCHNEIDER HELMUT,KRAENZLER ERNST
EP-1057475-A1	20001206	Verwendung von Ascorbinsäure und einem oder mehreren Flavonderivaten und /oder Flavanonderivaten, insbesondere Flavonoiden zur Herstellung kosmetischer oder dermatologischer Zubereitungen zur Prophylaxe oder Linderung des Sonnenbrandes	BEIERSDORF AG	KRUSE INGE,SCHOENROCK UWE DR,RIPPKE FRANK DR
EP-1288383-A1	20030305	Räumliche Tragwerksanordnung	LEONHARDT ANDRAE UND PARTNER B	FINK ROLAND DR ING
